id,name,docks,in_service,latitude,longitude,coordinate
648,Carpenter St & 63rd St,7,yes,41.77987,-87.650919,"41.77987,-87.650919"
649,Stewart Ave & 63rd St,11,yes,41.779835,-87.634774,"41.779835,-87.634774"
650,Eggleston Ave & 69th St,11,yes,41.768898,-87.635876,"41.768898,-87.635876"
652,Rhodes Ave & 71st St,11,yes,41.766,-87.611726,"41.766,-87.611726"
653,Cornell Dr & Hayes Dr,11,yes,41.780595,-87.584846,"41.780595,-87.584846"
654,Racine Ave & Washington Blvd,11,yes,41.883073,-87.656952,"41.883073,-87.656952"
655,Hoyne Ave & Balmoral Ave,15,yes,41.979851,-87.681932,"41.979851,-87.681932"
656,Damen Ave & Walnut Lake St,15,yes,41.885951,-87.677009,"41.885951,-87.677009"
657,Wood St & Augusta Blvd,15,yes,41.899181,-87.6722,"41.899181,-87.6722"
658,Leavitt St & Division St,15,yes,41.902997,-87.683825,"41.902997,-87.683825"
659,Leavitt St & Chicago Ave,15,yes,41.895501,-87.682017,"41.895501,-87.682017"
660,Sheridan Rd & Columbia Ave,15,yes,42.004583,-87.661406,"42.004583,-87.661406"
661,Evanston Civic Center,15,yes,42.057044,-87.686554,"42.057044,-87.686554"
662,Dodge Ave & Mulford St,15,yes,42.023463,-87.699595,"42.023463,-87.699595"
663,Lincolnwood Dr & Central St,15,yes,42.064854,-87.715297,"42.064854,-87.715297"
664,Leavitt St & Belmont Ave,15,yes,41.939354,-87.683282,"41.939354,-87.683282"
665,South Chicago Ave & Elliot Ave,7,yes,41.747363,-87.580046,"41.747363,-87.580046"
666,Cherry Ave & Blackhawk St,15,yes,41.907221,-87.655618,"41.907221,-87.655618"
672,Franklin St & Illinois St,11,yes,41.89102331,-87.635479867,"41.89102331025185,-87.63547986745834"
673,Lincoln Park Conservatory,31,yes,41.923931311,-87.635824531,"41.92393131136619,-87.63582453131676"
674,Michigan Ave & 71st St,7,yes,41.765286,-87.621748,"41.765286,-87.621748"
677,Stewart Ave & 83rd St,15,yes,41.743717,-87.634088,"41.743717,-87.634088"
678,Halsted St & 73rd St,15,yes,41.761605438,-87.644160977,"41.76160543804394,-87.64416097666071"
679,Ashland Ave & 74th St,15,yes,41.759236024,-87.663474083,"41.75923602425868,-87.66347408294678"
681,Halsted St & 78th St,15,yes,41.752487012,-87.643902157,"41.75248701249013,-87.6439021574879"
682,Eberhart Ave & 91st St,15,yes,41.729285157,-87.611031532,"41.729285157254864,-87.6110315322876"
683,Ashland Ave & 78th St,15,yes,41.752204849,-87.663699389,"41.75220484941116,-87.66369938850403"
684,Prospect Sq & 91st St,15,yes,41.7282338,-87.6675239,"41.7282338,-87.6675239"
685,Summit Ave & 86th St,15,yes,41.737848477,-87.644899786,"41.737848476733404,-87.64489978551863"
686,East End Ave & 87th St,15,yes,41.736815214,-87.582801282,"41.73681521440671,-87.58280128240585"
687,Loomis Blvd & 84th St,15,yes,41.741486529,-87.658410072,"41.741486528618054,-87.65841007232666"
689,Elizabeth St & 92nd St,15,yes,41.726798964,-87.654290199,"41.726798963701185,-87.65429019927979"
690,State St & 95th St,15,yes,41.7218499,-87.6228544,"41.7218499,-87.6228544"
691,Eggleston Ave & 92nd St,15,yes,41.727575659,-87.634828091,"41.727575659299575,-87.63482809066771"
692,Marquette Ave & 89th St,15,yes,41.733668791,-87.558342218,"41.733668790714724,-87.55834221839905"
693,Baltimore Ave & 87th St,15,yes,41.7373356,-87.548514605,"41.737335600416664,-87.54851460456847"
694,Houston Ave & 92nd St,15,yes,41.728204215,-87.549700141,"41.72820421535798,-87.54970014095306"
695,Dauphin Ave & 103rd St,15,yes,41.707250368,-87.607662678,"41.7072503677818,-87.60766267776489"
696,Indiana Ave & 103rd St,15,yes,41.707170271,-87.61847198,"41.70717027117756,-87.6184719800949"
697,Oglesby Ave & 100th St,15,yes,41.713397484,-87.565841675,"41.713397484422444,-87.56584167480469"
698,Cottage Grove Ave & 111th Pl,15,yes,41.691709758,-87.610001564,"41.69170975847015,-87.61000156402588"
699,Vernon Ave & 107th St,15,yes,41.700121379,-87.612259984,"41.70012137923888,-87.61225998401642"
700,Halsted St & 96th St,15,yes,41.719712184,-87.643019557,"41.719712183618824,-87.6430195569992"
701,Constance Ave & 95th St,15,yes,41.722290741,-87.578968406,"41.72229074095262,-87.57896840572357"
702,Greenwood Ave & 91st St,15,yes,41.728264268,-87.597298622,"41.728264268162725,-87.59729862213135"
703,Greenwood Ave & 97th St,15,yes,41.718703155,-87.597035766,"41.71870315475741,-87.59703576564789"
704,Avenue O & 134th St,15,yes,41.651867802,-87.539671361,"41.65186780228521,-87.53967136144637"
705,Stony Island Ave & 90th St,15,yes,41.731394943,-87.585743666,"41.731394943302355,-87.58574366569519"
706,Dauphin Ave & 87th St,15,yes,41.736559023,-87.601257563,"41.73655902282214,-87.60125756263733"
707,Torrence Ave & 106th St,15,yes,41.70280085,-87.559726238,"41.702800850225906,-87.55972623825073"
708,Clyde Ave & 87th St,15,yes,41.737151464,-87.572740316,"41.73715146431056,-87.57274031639099"
709,Michigan Ave & 114th St,15,yes,41.687014795,-87.621052265,"41.68701479467118,-87.62105226516724"
710,Burnham Greenway & 105th St,11,yes,41.704575087,-87.52823174,"41.7045750872071,-87.52823173999786"
711,Halsted St & 111th St,15,yes,41.692262556,-87.642611861,"41.69226255589166,-87.64261186122894"
712,Wentworth Ave & 104th St,15,yes,41.705307997,-87.629216909,"41.705307996998194,-87.62921690940857"
713,Major Taylor Trail & 115th St,15,yes,41.684931595,-87.645288706,"41.68493159519296,-87.6452887058258"
714,State St & 123rd St,15,yes,41.670643837,-87.622586489,"41.67064383687979,-87.62258648872375"
715,Major Taylor Trail & 124th St,15,yes,41.668696353,-87.637113333,"41.66869635332246,-87.63711333274841"
716,Eberhart Ave & 131st St,15,yes,41.658413151,-87.610710897,"41.658413151101065,-87.61071089698817"
717,Big Marsh Park,15,yes,41.685877056,-87.573823929,"41.68587705562333,-87.57382392883301"
718,Ewing Ave & Burnham Greenway,11,yes,41.712748761,-87.534813881,"41.71274876109496,-87.53481388092041"
719,Avenue O & 118th St,15,yes,41.681001459,-87.537931223,"41.68100145911039,-87.5379312226869"
720,Torrence Ave & 126th Pl,15,yes,41.666312008,-87.557215691,"41.66631200825726,-87.55721569061278"
721,Walden Pkwy & 100th St,15,yes,41.712164104,-87.667733431,"41.71216410359803,-87.66773343086243"
722,Commercial Ave & 130th St,15,yes,41.659150428,-87.550762296,"41.659150427597744,-87.55076229572296"
723,Hale Ave & 107th St,11,yes,41.699206168,-87.668918967,"41.699206168127674,-87.66891896724701"
724,Homewood Ave & 115th St,15,yes,41.684595072,-87.670708001,"41.684595072026184,-87.67070800065994"
725,Halsted St & 104th St,15,yes,41.705139789,-87.642424107,"41.70513978893236,-87.6424241065979"
726,Vincennes Ave & 104th St,15,yes,41.704925565,-87.65686811,"41.70492556499764,-87.65686810958869"
727,Ada St & 113th St,15,yes,41.687561623,-87.655475736,"41.687561623357375,-87.65547573566435"
728,Western Ave & 111th St,23,yes,41.691211035,-87.681297362,"41.691211034981045,-87.68129736185074"
730,Lawndale Ave & 111th St,15,yes,41.691319192,-87.712885737,"41.69131919221066,-87.71288573741913"
731,Bradley Park,11,yes,41.717878302,-87.564591765,"41.717878301935,-87.56459176540375"
732,Hegewisch Metra Station,15,yes,41.648500763,-87.546089888,"41.64850076266409,-87.54608988761902"
734,Commercial Ave & 100th St,15,yes,41.713317395,-87.551097572,"41.71331739547703,-87.55109757184982"
735,Western Ave & 104th St,15,yes,41.704587102,-87.681203485,"41.70458710218908,-87.68120348453522"
736,Kedzie Ave & 110th St,11,yes,41.692394746,-87.700960636,"41.69239474587557,-87.70096063613892"
737,Chicago State University,23,yes,41.718963422,-87.608295679,"41.71896342165455,-87.60829567909241"
738,Calumet Park,15,yes,41.71370983,-87.530844212,"41.71370983035615,-87.53084421157837"
739,Altgeld Gardens,15,yes,41.65666553,-87.598800659,"41.656665529673724,-87.59880065917969"
740,Loomis St & 89th St,15,yes,41.732379753,-87.658069432,"41.73237975329554,-87.65806943178177"
741,Yates Blvd & 93rd St,15,yes,41.72616639,-87.566276193,"41.726166390245105,-87.5662761926651"
742,Doty Ave & 111th St,15,yes,41.695010449,-87.598714828,"41.69501044938143,-87.59871482849121"
748,Olive Harvey College,15,yes,41.709581135,-87.590233684,"41.70958113526255,-87.59023368358612"
749,Burnham Greenway & 112th St,15,yes,41.691773851,-87.530431151,"41.69177385116831,-87.53043115139008"
753,State St & Chicago Ave,15,yes,41.8966172,-87.628578544,"41.89661720040753,-87.62857854366302"
758,Lincoln Ave & Roscoe St*,16,yes,41.943350247,-87.670667768,"41.9433502470174,-87.67066776752472"
760,Lakefront Trail & Bryn Mawr Ave,19,yes,41.984044115,-87.652281225,"41.98404411519213,-87.65228122472763"
761,Bissell St & Armitage Ave*,16,yes,41.918295563,-87.652183324,"41.9182955629354,-87.65218332409859"
762,Green St & Randolph St*,12,yes,41.883601657,-87.648626715,"41.883601657275165,-87.64862671494483"
763,Morgan St & Lake St*,20,yes,41.885491706,-87.652289271,"41.88549170626906,-87.65228927135468"
1436495096608724634,N Clark St & W Elm St,4,yes,41.902901,-87.631282,"41.902901,-87.631282"
1436495100903691938,W Oakdale Ave & N Broadway,6,yes,41.935581,-87.644042,"41.935581,-87.644042"
1436495105198659242,W Armitage Ave & N Sheffield Ave,8,yes,41.917805,-87.653449,"41.917805,-87.653449"
1436495105198659246,N Carpenter St & W Lake St,6,yes,41.885586,-87.6531893,"41.885586,-87.6531893"
1436495109493626544,W Washington Blvd & N Peoria St,6,yes,41.883043,-87.649931,"41.883043,-87.649931"
1436495109493626546,N Green St & W Lake St,8,yes,41.885579,-87.648484,"41.885579,-87.648484"
1436495115557663136,N Southport Ave & W Newport Ave,8,yes,41.944019,-87.663975,"41.944019,-87.663975"
1436495118083561146,N Sheffield Ave & W Wellington Ave,6,yes,41.9362263,-87.6537676,"41.9362263,-87.6537676"
1436495119852630436,N Damen Ave & W Chicago Ave,6,yes,41.895809,-87.678519,"41.895809,-87.678519"
1436495122378528446,N Paulina St & Lincoln Ave,6,yes,41.943838,-87.671469,"41.943838,-87.671469"
1448642162257565286,S Wentworth Ave & W 111th St,5,yes,41.6926176,-87.6280518,"41.6926176,-87.6280518"
1448642162257565290,S Aberdeen St & W 106th St,3,yes,41.701217,-87.649345,"41.701217,-87.649345"
1448642175142467180,S Michigan Ave & E 118th St,6,yes,41.679804,-87.620843,"41.679804,-87.620843"
1448642175142467184,Avenue L & 114th St,10,yes,41.6881169,-87.5365497,"41.6881169,-87.5365497"
1448642179437434482,W 103rd St & S Avers Ave,10,yes,41.705846,-87.717074,"41.705846,-87.717074"
1448642179437434486,Martin Luther King Dr & 111th St,6,yes,41.69460602,-87.60119826,"41.69460602,-87.60119826"
1448642183732401786,Woodlawn & 103rd - Olive Harvey Vaccination Site,10,yes,41.707338,-87.59399,"41.707338,-87.59399"
1448642183732401788,Maryland Ave & 104th St,10,yes,41.705588,-87.602938,"41.705588,-87.602938"
1448642188027369086,Indiana Ave & 133rd St,6,yes,41.653564,-87.617054,"41.653564,-87.617054"
1448642188027369090,Steelworkers Park,6,yes,41.738246,-87.531067,"41.738246,-87.531067"
1500206163166594382,Ping Tom Park East,6,yes,41.8579886,-87.6319447,"41.8579886,-87.6319447"
1521679584953491780,Kedzie Ave & 104th St,8,yes,41.7037764,-87.7013952,"41.7037764,-87.7013952"
1521686986436309688,Damen Ave & Wabansia Ave,8,yes,41.9122813,-87.6773211,"41.9122813,-87.6773211"
1521690221159885714,Hampden Ct & Diversey Ave,8,yes,41.9325593,-87.6423847,"41.9325593,-87.6423847"
1561012870126088744,Central Park Ave & Douglas Blvd,9,yes,41.862355,-87.7157109,"41.862355,-87.7157109"
1561012870126088746,Keeler Ave & Roosevelt Rd,9,yes,41.866402,-87.7300171,"41.866402,-87.7300171"
1561012874421056044,Pulaski Rd & 21st St,9,yes,41.853452,-87.724541,"41.853452,-87.724541"
1561012874421056046,Harding Ave & 26th St,9,yes,41.8444715,-87.7232647,"41.8444715,-87.7232647"
1561012878716023344,Kildare & Cermak,9,yes,41.851414,-87.73215,"41.851414,-87.73215"
1561012878716023346,Lawndale Ave & 30th St,12,yes,41.8389124,-87.7168955,"41.8389124,-87.7168955"
1561012883010990646,Komensky Ave & 31st St,9,yes,41.836708,-87.725641,"41.836708,-87.725641"
1561012887305957948,Lawndale Ave & 16th St,9,yes,41.8591606,-87.7176965,"41.8591606,-87.7176965"
1561012887305957952,Tripp Ave & 15th St,9,yes,41.860777,-87.7313639,"41.860777,-87.7313639"
1561012891600925250,Homan Ave & Fillmore St,9,yes,41.868114,-87.7109257,"41.868114,-87.7109257"
1561012895895892548,Kildare Ave & 26th St,9,yes,41.8442315,-87.7321534,"41.8442315,-87.7321534"
1561012895895892552,Spaulding Ave & 16th St,9,yes,41.85892,-87.707963,"41.85892,-87.707963"
1561012900190859852,Tripp Ave & 31st St,9,yes,41.836966,-87.730502,"41.836966,-87.730502"
1563698675436490728,Meade Ave & Diversey Ave,9,yes,41.9309018,-87.7784686,"41.9309018,-87.7784686"
1563698675436490730,Narragansett & Wrightwood,9,yes,41.927294,-87.7852027,"41.927294,-87.7852027"
1563698679731458030,Parkside Ave & Armitage Ave,9,yes,41.9169054,-87.7671806,"41.9169054,-87.7671806"
1563698679731458032,Fullerton & Monitor,9,yes,41.9237918,-87.7723116,"41.9237918,-87.7723116"
1563698684026425330,Central Ave & Parker Ave,9,yes,41.9301785,-87.7661217,"41.9301785,-87.7661217"
1563698688321392628,Long Ave & Belmont Ave,9,yes,41.9383071,-87.761663,"41.9383071,-87.761663"
1563698688321392630,Long Ave & Belden Ave,9,yes,41.9227049,-87.760954,"41.9227049,-87.760954"
1563698692616359928,Lavergne & Fullerton,9,yes,41.923982,-87.7511643,"41.923982,-87.7511643"
1563698692616359930,Lamon Ave & Armitage Ave,9,yes,41.9166701,-87.7494873,"41.9166701,-87.7494873"
1563698696911327228,Lockwood Ave & Wrightwood Ave,9,yes,41.9278148,-87.7583757,"41.9278148,-87.7583757"
1563698701206292480,Lamon Ave & Belmont Ave,9,yes,41.9390108,-87.7492834,"41.9390108,-87.7492834"
1563698701206292482,Cicero Ave & Grace St,6,yes,41.94973,-87.7469526,"41.94973,-87.7469526"
1563698701206292486,Kilbourn & Roscoe,9,yes,41.9427319,-87.7395332,"41.9427319,-87.7395332"
1563698705501259786,Kenosha & Wellington,9,yes,41.9344421,-87.7337799,"41.9344421,-87.7337799"
1563698705501259788,Kilpatrick Ave & Parker Ave,9,yes,41.930736,-87.744082,"41.930736,-87.744082"
1563698709796227086,Kostner Ave & Wrightwood Ave,12,yes,41.9279399,-87.7359921,"41.9279399,-87.7359921"
1563698709796227088,Kilbourn & Belden,9,yes,41.922352,-87.739024,"41.922352,-87.739024"
1563698718386161684,Mason Ave & Belmont Ave,9,yes,41.9383682,-87.7725029,"41.9383682,-87.7725029"
1563698718386161690,Oak Park & Wellington,9,yes,41.934586,-87.7959613,"41.934586,-87.7959613"
1563698718386161692,Mulligan Ave & Wellington Ave,9,yes,41.9347409,-87.7844017,"41.9347409,-87.7844017"
1563698722681128992,Sayre & Diversey,9,yes,41.9310084,-87.8010646,"41.9310084,-87.8010646"
1571105042230683636,Oketo Ave & Addison St,9,yes,41.9449659,-87.8118989,"41.9449659,-87.8118989"
1571105042230683640,Panama Ave & Grace St,9,yes,41.9476665,-87.829258,"41.9476665,-87.829258"
1571105046525650938,Shabbona Park,9,yes,41.944847,-87.799326,"41.944847,-87.799326"
1571105050820616194,Central Ave & Roscoe St,9,yes,41.942258,-87.7669331,"41.942258,-87.7669331"
1571105050820616196,Narragansett Ave & School St,9,yes,41.940128,-87.7864806,"41.940128,-87.7864806"
1571105055115583496,Long & Irving Park,9,yes,41.953038,-87.7621632,"41.953038,-87.7621632"
1571105055115583500,Roscoe & Harlem,9,yes,41.9416062,-87.8072964,"41.9416062,-87.8072964"
1571105055115583502,Orange & Addison,9,yes,41.9448846,-87.82423,"41.9448846,-87.82423"
1571105059410550802,Plainfield & Irving Park,9,yes,41.952037,-87.833283,"41.952037,-87.833283"
1571105059410550806,Harlem & Irving Park,9,yes,41.9532568,-87.8071434,"41.9532568,-87.8071434"
1571105063705518104,Harlem Ave & Grace St,9,yes,41.9488531,-87.806938,"41.9488531,-87.806938"
1571105063705518106,Meade Ave & Addison St,9,yes,41.9459174,-87.7788824,"41.9459174,-87.7788824"
1571105068000485406,Narragansett & Irving Park,9,yes,41.952614,-87.7853829,"41.952614,-87.7853829"
1575949489503728316,Monticello Ave & Chicago Ave,6,yes,41.8952089,-87.7174329,"41.8952089,-87.7174329"
1575949493798695614,Lamon Ave & Chicago Ave,9,yes,41.8952,-87.748223,"41.8952,-87.748223"
1575949493798695616,Kildare Ave & Division St,9,yes,41.902393,-87.733598,"41.902393,-87.733598"
1575949498093662914,Lavergne Ave & Division St,9,yes,41.902513,-87.750869,"41.902513,-87.750869"
1575949498093662918,Menard Ave & Division St,9,yes,41.902269,-87.7704807,"41.902269,-87.7704807"
1575949502388630222,Leamington Ave & Hirsch St,9,yes,41.9058405,-87.7548602,"41.9058405,-87.7548602"
1575949506683597522,Major Ave & Bloomingdale Ave,9,yes,41.9125923,-87.7686995,"41.9125923,-87.7686995"
1575949506683597526,Narragansett & McLean,9,yes,41.9158931,-87.7851104,"41.9158931,-87.7851104"
1575949510978564828,North Ave & New England Ave,9,yes,41.9092204,-87.7971406,"41.9092204,-87.7971406"
1575949510978564830,Central Park Ave & Ohio St,9,yes,41.8918718,-87.7163879,"41.8918718,-87.7163879"
1575949515273532128,Central Park & Augusta Blvd,9,yes,41.8989108,-87.7164901,"41.8989108,-87.7164901"
1575949515273532130,Kildare Ave & Chicago Ave,9,yes,41.8954359,-87.7335726,"41.8954359,-87.7335726"
1575949519568499430,Augusta Blvd & Laramie Ave,9,yes,41.8986607,-87.7554551,"41.8986607,-87.7554551"
1575949523863466728,Kilpatrick Ave & Grand Ave,9,yes,41.9127779,-87.7436434,"41.9127779,-87.7436434"
1575949523863466730,Long Ave & North Ave,9,yes,41.909212,-87.760999,"41.909212,-87.760999"
1575949528158434034,Bloomingdale Ave & Harlem Ave,9,yes,41.9120739,-87.8057657,"41.9120739,-87.8057657"
1575949528657471478,Menard Ave & North Ave,9,yes,41.9097167,-87.7702037,"41.9097167,-87.7702037"
1575949532952438778,Nordica & Medill,9,yes,41.922278,-87.8020357,"41.922278,-87.8020357"
1582242276682913304,Rockwell St & 57th St,6,yes,41.7903484,-87.6889201,"41.7903484,-87.6889201"
1582242280977880602,St Louis Ave & 59th St,9,yes,41.785987,-87.7105616,"41.785987,-87.7105616"
1582242280977880604,Richmond St & 59th St,9,yes,41.7865155,-87.6973314,"41.7865155,-87.6973314"
1582242285272847904,Maplewood Ave & 59th St,9,yes,41.7863375,-87.6874351,"41.7863375,-87.6874351"
1582242285272847908,California Ave & Marquette Rd,9,yes,41.7715789,-87.6933566,"41.7715789,-87.6933566"
1582242289567815208,Rockwell St & 63rd St,6,yes,41.7787905,-87.6885894,"41.7787905,-87.6885894"
1582242289567815212,Homan Ave & 65th St,9,yes,41.775144,-87.708129,"41.775144,-87.708129"
1582242293862782510,Rockwell St & Archer Ave,9,yes,41.823324,-87.689685,"41.823324,-87.689685"
1582242293862782512,Fairfield Ave & 44th St,9,yes,41.813617,-87.6932272,"41.813617,-87.6932272"
1582242298157749812,Francisco Ave & 47th St,9,yes,41.8084245,-87.696619,"41.8084245,-87.696619"
1582242298157749814,Kedzie Ave & 48th Pl,12,yes,41.8047515,-87.7041145,"41.8047515,-87.7041145"
1582242302452717114,Campbell Ave & 51st St,9,yes,41.8009585,-87.6867556,"41.8009585,-87.6867556"
1582242302452717116,Kedzie Ave & 52nd St,9,yes,41.7990641,-87.703446,"41.7990641,-87.703446"
1582242306747684414,St Louis Ave & Norman Bobbins Ave,9,yes,41.794422,-87.71137,"41.794422,-87.71137"
1582242306747684418,Artesian Ave & 55th St,12,yes,41.7940135,-87.685807,"41.7940135,-87.685807"
1582242311042651716,Spaulding Ave & 63rd St,9,yes,41.7791655,-87.7056392,"41.7791655,-87.7056392"
1582242311042651720,Hoyne Ave & 34th St,9,yes,41.8320245,-87.6778387,"41.8320245,-87.6778387"
1582242315337619018,Kedzie Ave & 45th St,6,yes,41.8113904,-87.7040052,"41.8113904,-87.7040052"
1582242315337619020,California Ave & 36th St,9,yes,41.8282301,-87.6945422,"41.8282301,-87.6945422"
1582242319632586318,Sacramento Ave & Pershing Rd,9,yes,41.8222791,-87.6996576,"41.8222791,-87.6996576"
1582242319632586320,Archer Ave & 43rd St,6,yes,41.8154913,-87.7024412,"41.8154913,-87.7024412"
1582242323927553620,Kedzie Ave & 57th St,9,yes,41.789944,-87.703233,"41.789944,-87.703233"
1582242323927553626,Western Ave & 62nd St,9,yes,41.780985,-87.6834204,"41.780985,-87.6834204"
1593766334653391752,Pulaski Rd & 51st St,12,yes,41.800434,-87.7247496,"41.800434,-87.7247496"
1593766334653391756,Lavergne Ave & 46th St,9,yes,41.80934,-87.7478312,"41.80934,-87.7478312"
1593766338948359058,Lawler Ave & 50th St,9,yes,41.802209,-87.7489007,"41.802209,-87.7489007"
1593766338948359064,Kildare Ave & 55th St,9,yes,41.793357,-87.730598,"41.793357,-87.730598"
1593766343243326364,Pulaski Rd & 60th St,9,yes,41.784186,-87.722564,"41.784186,-87.722564"
1593766347538293664,Kildare Ave & 47th St,6,yes,41.807526,-87.7308406,"41.807526,-87.7308406"
1593766347538293666,Kostner Ave & 63rd St,9,yes,41.778747,-87.732463,"41.778747,-87.732463"
1594041777104953202,Komensky Ave & 55th St,9,yes,41.793279,-87.724189,"41.793279,-87.724189"
1594041777104953206,Hamlin Ave & 62nd Pl,12,yes,41.779953,-87.7178221,"41.779953,-87.7178221"
1594041781399920504,Tripp Ave & 65th St,9,yes,41.7749163,-87.728841,"41.7749163,-87.728841"
1594041781399920506,Springfield Ave & 47th St,9,yes,41.8080713,-87.7212202,"41.8080713,-87.7212202"
1594041785694887804,Pulaski & Ann Lurie Pl,9,yes,41.8162761,-87.7246058,"41.8162761,-87.7246058"
1594041785694887806,Kenneth Ave & 50th St,6,yes,41.8023156,-87.7344142,"41.8023156,-87.7344142"
1594046362333434512,Damen Ave & 33rd St,9,yes,41.834108,-87.67559,"41.834108,-87.67559"
1594046379513303716,Sacramento Blvd & Fulton Ave,9,yes,41.886528,-87.70167,"41.886528,-87.70167"
1594046379513303720,Western Ave & Lake St,6,yes,41.884606,-87.685853,"41.884606,-87.685853"
1594046383808271020,Washtenaw Ave & Madison St,9,yes,41.881286,-87.69396,"41.881286,-87.69396"
1594046383808271024,Troy St & Jackson Blvd,9,yes,41.877505,-87.70485,"41.877505,-87.70485"
1594046388103238324,Mozart St & Jackson Blvd,6,yes,41.877507,-87.6974,"41.877507,-87.6974"
1594046388103238326,Sacramento Blvd & Polk St,9,yes,41.870959,-87.700259,"41.870959,-87.700259"
1594046392398205624,Washtenaw Ave & Polk St,9,yes,41.8711028,-87.693683,"41.8711028,-87.693683"
1594046392398205628,Albany Ave & Douglas Blvd,9,yes,41.86314,-87.703022,"41.86314,-87.703022"
1594046396693172926,Albany Ave & 16th St,9,yes,41.85936,-87.70302,"41.85936,-87.70302"
1594046400988140226,Sacramento Ave & 25th St,9,yes,41.846506,-87.700139,"41.846506,-87.700139"
1594046400988140228,Rockwell St & Cermak Rd,9,yes,41.851644,-87.690621,"41.851644,-87.690621"
1594046405283107528,California & 16th St,9,yes,41.859228,-87.695562,"41.859228,-87.695562"
1594046405283107532,Whipple St & Roosevelt Rd,9,yes,41.866554,-87.701329,"41.866554,-87.701329"
1594046409578074830,Milwaukee Ave & Fullerton Ave,9,yes,41.924691,-87.70055,"41.924691,-87.70055"
1594046409578074834,Francisco Ave & Bloomingdale Ave,9,yes,41.913959,-87.699368,"41.913959,-87.699368"
1594046413873042132,Western Ave & Grace St,9,yes,41.95039,-87.688234,"41.95039,-87.688234"
1594046413873042136,Sacramento Blvd & Addison St,9,yes,41.94609,-87.702988,"41.94609,-87.702988"
1594046418168009436,Elston Ave & Henderson St,9,yes,41.941499,-87.701051,"41.941499,-87.701051"
1594046418168009438,Albany Ave & Belmont Ave,9,yes,41.939638,-87.705263,"41.939638,-87.705263"
1594046422462976736,Rockwell St & Fletcher St,9,yes,41.938689,-87.692972,"41.938689,-87.692972"
1594046422462976738,Kedzie Ave & George St,9,yes,41.933886,-87.707262,"41.933886,-87.707262"
1594046431052911340,Campbell Ave & Irving Park Rd,9,yes,41.953634,-87.690782,"41.953634,-87.690782"
1594046431052911342,California Ave & Berteau Ave,9,Not Installed,41.957573,-87.69783,"41.957573,-87.69783"
1594046435347878642,Virginia Ave & Catalpa Ave,9,yes,41.9812456,-87.7048924,"41.9812456,-87.7048924"
1594046435347878644,Lincoln Ave & Balmoral Ave,9,yes,41.979461,-87.693013,"41.979461,-87.693013"
1594046439642845942,California Ave & Winona St,6,yes,41.974712,-87.697852,"41.974712,-87.697852"
1594046439642845944,N Shore Channel Trail & Argyle St,9,yes,41.972177,-87.702749,"41.972177,-87.702749"
1594046443937813244,Western Ave & Gunnison St,9,yes,41.969659,-87.68955,"41.969659,-87.68955"
1594046448232780546,Troy Ave & 27th St,9,yes,41.84265,-87.70401,"41.84265,-87.70401"
1594046448232780548,California Ave & 29th St,9,yes,41.840222,-87.694129,"41.840222,-87.694129"
1594046448262943690,Francisco Ave & Montrose Ave,9,yes,41.9610471,-87.700901,"41.9610471,-87.700901"
1594046452527747848,Elston Ave & George St,9,yes,41.934003,-87.690823,"41.934003,-87.690823"
1594046456822715150,Francisco Ave & Hollywood Ave,9,yes,41.984746,-87.701593,"41.984746,-87.701593"
1594046456822715152,Richmond St & Lincoln Ave,6,yes,41.988281,-87.703034,"41.988281,-87.703034"
1594046456830870690,Troy St & Grace St,9,yes,41.950244,-87.706489,"41.950244,-87.706489"
1594046461117682452,Washtenaw Ave & Peterson Ave,9,yes,41.99066,-87.697075,"41.99066,-87.697075"
1594046461125837998,Lincoln Ave & Peterson Ave,9,yes,41.990247,-87.70858,"41.990247,-87.70858"
1594046465420805300,Western Ave & Ardmore Ave,9,yes,41.9867636,-87.6898796,"41.9867636,-87.6898796"
1606778059648526978,Whipple/Irving Park,9,yes,41.954189,-87.704448,"41.954189,-87.704448"
1622723153590485808,Mayfield & Roosevelt Rd,9,yes,41.8658158,-87.7717805,"41.8658158,-87.7717805"
1622724289952663440,La Villita Park Albany/30th,9,yes,41.8392528,-87.7020207,"41.8392528,-87.7020207"
1673852313397164648,Francisco Ave & Touhy Ave,10,yes,42.011865,-87.701317,"42.011865,-87.701317"
1673852313397164652,California Ave & Touhy Ave - midblock,10,yes,42.012207,-87.700474,"42.012207,-87.700474"
1673852317692131950,California Ave & Touhy Ave - SW,10,yes,42.011867,-87.700407,"42.011867,-87.700407"
1673852326282066544,California Ave & Touhy Ave - NW,10,yes,42.012177,-87.699865,"42.012177,-87.699865"
1673852330577033842,Rockwell Ave & Touhy Ave,10,yes,42.012344,-87.695383,"42.012344,-87.695383"
1674190136467794156,111th St - Morgan Park Metra,10,yes,41.692738,-87.670569,"41.692738,-87.670569"
1674190140762761456,2302 S Pulaski Rd,10,yes,41.849437,-87.724879,"41.849437,-87.724879"
1674190140762761460,63rd & Western Ave - north corner,10,yes,41.779334,-87.683768,"41.779334,-87.683768"
1674190145057728760,63rd & Western Ave - south corner,10,yes,41.779196,-87.683589,"41.779196,-87.683589"
1674190145057728764,83rd St Avalon Park Metra,10,yes,41.743916,-87.598786,"41.743916,-87.598786"
1674190145057728766,Abbott Park,10,yes,41.721696,-87.622278,"41.721696,-87.622278"
